"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Petrakis R.E.; Soulard C.E.; Waller E.K.; Walker J.J.","Petrakis, Roy E. (55976368400); Soulard, Christopher E. (35111810600); Waller, Eric K. (9333293800); Walker, Jessica J. (57189490675)","55976368400; 35111810600; 9333293800; 57189490675","Analysis of Surface Water Trends for the Conterminous United States Using MODIS Satellite Data, 2003–2019","2022","Water Resources Research","58","6","e2021WR031399","","","","1","10.1029/2021WR031399","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132884278&doi=10.1029%2f2021WR031399&partnerID=40&md5=9df3daef36130680871ec682e7beb6f3","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85132884278"
"Jiao T.; Ye M.; Jin M.; Yang J.","Jiao, Tian (57194037155); Ye, Ming (35226809800); Jin, Menggui (7202559445); Yang, Jing (57194043473)","57194037155; 35226809800; 7202559445; 57194043473","An Interactively Corrected Smoothed Particle Hydrodynamics (IC-SPH) for Simulating Solute Transport in a Nonuniform Velocity Field","2022","Water Resources Research","58","6","e2021WR031017","","","","2","10.1029/2021WR031017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132911985&doi=10.1029%2f2021WR031017&partnerID=40&md5=78fbdbb84003dfe29ab976ae3398f543","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85132911985"
"Waddington K.; Khojasteh D.; Marshall L.; Rayner D.; Glamore W.","Waddington, K. (57221372519); Khojasteh, D. (57118164500); Marshall, L. (15822266400); Rayner, D. (54783229800); Glamore, W. (6507551928)","57221372519; 57118164500; 15822266400; 54783229800; 6507551928","Quantifying the Effects of Sea Level Rise on Estuarine Drainage Systems","2022","Water Resources Research","58","6","e2021WR031405","","","","3","10.1029/2021WR031405","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132936984&doi=10.1029%2f2021WR031405&partnerID=40&md5=91251bd356c7d346bb04126f72ff1630","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85132936984"
"Espanmanesh V.; Tilmant A.","Espanmanesh, Vahid (57192098279); Tilmant, Amaury (15822801300)","57192098279; 15822801300","Optimizing the Management of Multireservoir Systems Under Shifting Flow Regimes","2022","Water Resources Research","58","6","e2021WR030582","","","","1","10.1029/2021WR030582","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132896932&doi=10.1029%2f2021WR030582&partnerID=40&md5=c0fc9559e2b6753abe6729499997dae2","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85132896932"
"Mihalevich B.A.; Neilson B.T.; Buahin C.A.","Mihalevich, Bryce A. (57196297192); Neilson, Bethany T. (34971598800); Buahin, Caleb A. (43261082700)","57196297192; 34971598800; 43261082700","Evaluation of the ERA5-Land Reanalysis Data Set for Process-Based River Temperature Modeling Over Data Sparse and Topographically Complex Regions","2022","Water Resources Research","58","7","e2021WR031294","","","","1","10.1029/2021WR031294","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134883640&doi=10.1029%2f2021WR031294&partnerID=40&md5=645b6c7522ef1f7aba7ce2f0f7a0d5b6","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85134883640"
"Shi W.; Peruzzo P.; Defina A.","Shi, Wei (57202879085); Peruzzo, Paolo (55604533500); Defina, Andrea (6603799657)","57202879085; 55604533500; 6603799657","Transient Retention of Floating Particles Captured by Emergent Vegetation Through Capillarity","2022","Water Resources Research","58","6","e2022WR031964","","","","0","10.1029/2022WR031964","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132900610&doi=10.1029%2f2022WR031964&partnerID=40&md5=861b896778ff220c4cf0399ee23ea352","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85132900610"
"Nanditha J.S.; Mishra V.","Nanditha, J.S. (57216976386); Mishra, Vimal (55417035000)","57216976386; 55417035000","Multiday Precipitation Is a Prominent Driver of Floods in Indian River Basins","2022","Water Resources Research","58","7","e2022WR032723","","","","6","10.1029/2022WR032723","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134883405&doi=10.1029%2f2022WR032723&partnerID=40&md5=d81342fcedca8c06a6f2e183fed0a795","Article","Final","","Scopus","2-s2.0-85134883405"
"Spurin C.; Rücker M.; Moura M.; Bultreys T.; Garfi G.; Berg S.; Blunt M.J.; Krevor S.","Spurin, Catherine (57211414527); Rücker, Maja (56490225200); Moura, Marcel (54881215500); Bultreys, Tom (56397077300); Garfi, Gaetano (57212192459); Berg, Steffen (26636265100); Blunt, Martin J. (7005204147); Krevor, Samuel (22134691900)","57211414527; 56490225200; 54881215500; 56397077300; 57212192459; 26636265100; 7005204147; 22134691900","Red Noise in Steady-State Multiphase Flow in Porous Media","2022","Water Resources Research","58","7","e2022WR031947","","","","3","10.1029/2022WR031947","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134875351&doi=10.1029%2f2022WR031947&partnerID=40&md5=9382b402360015b66f21217070871d95","Data paper","Final","","Scopus","2-s2.0-85134875351"
"Slavin E.I.; Wain D.J.; Bryant L.D.; Amani M.; Perkins R.G.; Blenkinsopp C.; Simoncelli S.; Hurley S.","Slavin, E.I. (57208898946); Wain, D.J. (57203277846); Bryant, L.D. (25958937900); Amani, M. (57818752200); Perkins, R.G. (7203028580); Blenkinsopp, C. (23007523500); Simoncelli, S. (56090209600); Hurley, S. (36952628200)","57208898946; 57203277846; 25958937900; 57818752200; 7203028580; 23007523500; 56090209600; 36952628200","The Effects of Surface Mixers on Stratification, Dissolved Oxygen, and Cyanobacteria in a Shallow Eutrophic Reservoir","2022","Water Resources Research","58","7","e2021WR030068","","","","0","10.1029/2021WR030068","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134875474&doi=10.1029%2f2021WR030068&partnerID=40&md5=70b2ee2b1ef7921263e1edc1afa49c37","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85134875474"
"Shao X.; Zhang Y.; Liu C.; Chiew F.H.S.; Tian J.; Ma N.; Zhang X.","Shao, Xingmin (57366659700); Zhang, Yongqiang (9740805800); Liu, Changming (35424175300); Chiew, Francis H. S. (7004309625); Tian, Jing (57205788549); Ma, Ning (56432112400); Zhang, Xuanze (55656926800)","57366659700; 9740805800; 35424175300; 7004309625; 57205788549; 56432112400; 55656926800","Can Indirect Evaluation Methods and Their Fusion Products Reduce Uncertainty in Actual Evapotranspiration Estimates?","2022","Water Resources Research","58","6","e2021WR031069","","","","6","10.1029/2021WR031069","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132892859&doi=10.1029%2f2021WR031069&partnerID=40&md5=e7503accc723ffd91d72d8e007938f5b","Article","Final","","Scopus","2-s2.0-85132892859"
"Jacobson R.B.; Bouska K.L.; Bulliner E.A.; Lindner G.A.; Paukert C.P.","Jacobson, Robert B. (7201670701); Bouska, Kristen L. (55976970300); Bulliner, Edward A. (55362921500); Lindner, Garth A. (55194610600); Paukert, Craig P. (7004179660)","7201670701; 55976970300; 55362921500; 55194610600; 7004179660","Geomorphic Controls on Floodplain Connectivity, Ecosystem Services, and Sensitivity to Climate Change: An Example From the Lower Missouri River","2022","Water Resources Research","58","6","e2021WR031204","","","","1","10.1029/2021WR031204","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132890318&doi=10.1029%2f2021WR031204&partnerID=40&md5=eb84214de69aa282df199e9e34f6f951","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85132890318"
"Tsai C.H.; Rucker D.F.; Brooks S.C.; Ginn T.; Carroll K.C.","Tsai, C.H. (57222586540); Rucker, D.F. (7006333165); Brooks, S.C. (7401651290); Ginn, T. (7004094578); Carroll, K.C. (35570864500)","57222586540; 7006333165; 7401651290; 7004094578; 35570864500","Transient Storage Model Parameter Optimization Using the Simulated Annealing Method","2022","Water Resources Research","58","7","e2022WR032018","","","","0","10.1029/2022WR032018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134874149&doi=10.1029%2f2022WR032018&partnerID=40&md5=0892c2f922b614f15b46eb1b801680a8","Article","Final","","Scopus","2-s2.0-85134874149"
"Saaltink M.W.; Rodríguez-Escales P.","Saaltink, Maarten W. (6701312529); Rodríguez-Escales, Paula (38362289600)","6701312529; 38362289600","Modeling the Organic Carbon Oxidation and Redox Sequence Under the Partial-Equilibrium Approach: A Discussion by Means of a Semi-Analytical Solution","2022","Water Resources Research","58","7","e2021WR031194","","","","0","10.1029/2021WR031194","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134877019&doi=10.1029%2f2021WR031194&partnerID=40&md5=62637454950394e1ed4420ce2a86e32c","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85134877019"
"Jähkel A.; Graeber D.; Fleckenstein J.H.; Schmidt C.","Jähkel, A. (57205718164); Graeber, D. (54383213000); Fleckenstein, J.H. (7006968607); Schmidt, C. (55793189399)","57205718164; 54383213000; 7006968607; 55793189399","Hydrologic Turnover Matters — Gross Gains and Losses of Six First-Order Streams Across Contrasting Landscapes and Flow Regimes","2022","Water Resources Research","58","7","e2022WR032129","","","","1","10.1029/2022WR032129","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134874306&doi=10.1029%2f2022WR032129&partnerID=40&md5=517ae024970dd8e234a91e156268ae85","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85134874306"
"Novak M.D.","Novak, Michael D. (57214411211)","57214411211","Effects of Gravity on Evaporation for Soil-Limited Conditions","2022","Water Resources Research","58","8","e2022WR032109","","","","1","10.1029/2022WR032109","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136862549&doi=10.1029%2f2022WR032109&partnerID=40&md5=e65b2cc54e3bf337bcee2aa33c338988","Article","Final","","Scopus","2-s2.0-85136862549"
"Cirpka O.A.; Stettler M.-M.; Dentz M.","Cirpka, Olaf A. (7003413532); Stettler, Marie-Madeleine (57765192900); Dentz, Marco (6603638958)","7003413532; 57765192900; 6603638958","Spatial Markov Model for the Prediction of Travel-Time-Based Solute Dispersion in Three-Dimensional Heterogeneous Media","2022","Water Resources Research","58","6","e2022WR032215","","","","1","10.1029/2022WR032215","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132933539&doi=10.1029%2f2022WR032215&partnerID=40&md5=3070bd3bed0478e6c1b12d25fd1e3299","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85132933539"
"Severino G.; De Paola F.","Severino, Gerardo (6701733675); De Paola, Francesco (6601993392)","6701733675; 6601993392","Solute Transport in a Doublet-Type Flow Configuration Through a Weakly Heterogeneous Porous Formation","2022","Water Resources Research","58","8","e2022WR032168","","","","0","10.1029/2022WR032168","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136868770&doi=10.1029%2f2022WR032168&partnerID=40&md5=4c7333c53ccdaf9f7e1c0f546385b870","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85136868770"
"Wen H.; Sullivan P.L.; Billings S.A.; Ajami H.; Cueva A.; Flores A.; Hirmas D.R.; Koop A.N.; Murenbeeld K.; Zhang X.; Li L.","Wen, Hang (56461987200); Sullivan, Pamela L. (36460381400); Billings, Sharon A. (19639940700); Ajami, Hoori (35489984600); Cueva, Alejandro (56604976000); Flores, Alejandro (56230704000); Hirmas, Daniel R. (13613477700); Koop, Aaron N. (57190774135); Murenbeeld, Katie (57403603600); Zhang, Xi (57402908400); Li, Li (56347437600)","56461987200; 36460381400; 19639940700; 35489984600; 56604976000; 56230704000; 13613477700; 57190774135; 57403603600; 57402908400; 56347437600","From Soils to Streams: Connecting Terrestrial Carbon Transformation, Chemical Weathering, and Solute Export Across Hydrological Regimes","2022","Water Resources Research","58","7","e2022WR032314","","","","6","10.1029/2022WR032314","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134877420&doi=10.1029%2f2022WR032314&partnerID=40&md5=81b8cc4ae9595089da0cbf1224039816","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85134877420"
"Manikanta V.; Vema V.K.","Manikanta, Velpuri (57223259548); Vema, Vamsi Krishna (57194601267)","57223259548; 57194601267","Formulation of Wavelet Based Multi-Scale Multi-Objective Performance Evaluation (WMMPE) Metric for Improved Calibration of Hydrological Models","2022","Water Resources Research","58","7","e2020WR029355","","","","5","10.1029/2020WR029355","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134881877&doi=10.1029%2f2020WR029355&partnerID=40&md5=28dde98972f87aeaf977d75c7e9ba048","Article","Final","","Scopus","2-s2.0-85134881877"
"White A.M.; Gardner W.P.; Borsa A.A.; Argus D.F.; Martens H.R.","White, Alissa M. (57209864027); Gardner, W. Payton (36607982000); Borsa, Adrian A. (15836692200); Argus, Donald F. (6701617350); Martens, Hilary R. (49964034200)","57209864027; 36607982000; 15836692200; 6701617350; 49964034200","A Review of GNSS/GPS in Hydrogeodesy: Hydrologic Loading Applications and Their Implications for Water Resource Research","2022","Water Resources Research","58","7","e2022WR032078","","","","13","10.1029/2022WR032078","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134882602&doi=10.1029%2f2022WR032078&partnerID=40&md5=d9c39b049c4c8be63d8eb77af06a4e65","Review","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85134882602"
"Goswami P.; Peterson T.J.; Mondal A.; Rüdiger C.","Goswami, Pallavi (57818835400); Peterson, Tim J. (26533199700); Mondal, Arpita (23098202100); Rüdiger, Christoph (23493456000)","57818835400; 26533199700; 23098202100; 23493456000","Non-Stationary Influences of Large-Scale Climate Drivers on Low Flow Extremes in Southeast Australia","2022","Water Resources Research","58","7","e2021WR031508","","","","2","10.1029/2021WR031508","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134879684&doi=10.1029%2f2021WR031508&partnerID=40&md5=a103d508d8f84dcbdcb994ba0882d320","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85134879684"
"Southard P.J.; Johnson J.P.L.; Rempe D.M.; Matheny A.M.","Southard, P.J. (57765218800); Johnson, J.P.L. (56141286000); Rempe, D.M. (55031623300); Matheny, A.M. (55973286000)","57765218800; 56141286000; 55031623300; 55973286000","Impacts of Vegetation on Dryland River Morphology: Insights From Spring-Fed Channel Reaches, Henry Mountains, Utah","2022","Water Resources Research","58","6","e2021WR031701","","","","2","10.1029/2021WR031701","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132946943&doi=10.1029%2f2021WR031701&partnerID=40&md5=f9dfff24426a5b941eebaa7e2d9bd5e9","Article","Final","","Scopus","2-s2.0-85132946943"
"Acero Triana J.S.; Ajami H.","Acero Triana, Juan S. (57210288126); Ajami, Hoori (35489984600)","57210288126; 35489984600","Identifying Major Hydrologic Change Drivers in a Highly Managed Transboundary Endorheic Basin: Integrating Hydro-Ecological Models and Time Series Data Mining Techniques","2022","Water Resources Research","58","8","e2022WR032281","","","","0","10.1029/2022WR032281","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136863120&doi=10.1029%2f2022WR032281&partnerID=40&md5=64d7b0d116904f40c9c39bfb3fd28a59","Article","Final","","Scopus","2-s2.0-85136863120"
"Spellman P.; Breithaupt C.; Bremner P.; Gulley J.; Jenson J.; Lander M.","Spellman, Patricia (54581691900); Breithaupt, Charles (57217629636); Bremner, Paul (57190277910); Gulley, Jason (23099603000); Jenson, John (7006732892); Lander, Mark (7006119444)","54581691900; 57217629636; 57190277910; 23099603000; 7006732892; 7006119444","Analyzing Recharge Dynamics and Storage in a Thick, Karstic Vadose Zone","2022","Water Resources Research","58","7","e2021WR031704","","","","0","10.1029/2021WR031704","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134877789&doi=10.1029%2f2021WR031704&partnerID=40&md5=55541b60c61bc1688d86e62071bbd30e","Article","Final","","Scopus","2-s2.0-85134877789"
"Lv H.; Wu Z.; Meng Y.; Guan X.; Wang H.; Zhang X.; Ma B.","Lv, Hong (57213140200); Wu, Zening (56099942100); Meng, Yu (55987366200); Guan, Xinjian (17342006500); Wang, Huiliang (54396589000); Zhang, Xiangyang (57489298700); Ma, Bingyan (57217004288)","57213140200; 56099942100; 55987366200; 17342006500; 54396589000; 57489298700; 57217004288","Optimal Domain Scale for Stochastic Urban Flood Damage Assessment Considering Triple Spatial Uncertainties","2022","Water Resources Research","58","7","e2021WR031552","","","","2","10.1029/2021WR031552","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134877547&doi=10.1029%2f2021WR031552&partnerID=40&md5=50017f5671e860760a416b21e995d796","Article","Final","","Scopus","2-s2.0-85134877547"
"Karimi T.; Reed P.; Malek K.; Adam J.","Karimi, Tina (55823024200); Reed, Patrick (7202010819); Malek, Keyvan (56574840600); Adam, Jennifer (57190698968)","55823024200; 7202010819; 56574840600; 57190698968","Diagnostic Framework for Evaluating How Parametric Uncertainty Influences Agro-Hydrologic Model Projections of Crop Yields Under Climate Change","2022","Water Resources Research","58","6","e2021WR031249","","","","4","10.1029/2021WR031249","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132915721&doi=10.1029%2f2021WR031249&partnerID=40&md5=3c19e1bd5a26311c7bd0ee8878ddbd65","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85132915721"
"Störiko A.; Pagel H.; Mellage A.; Van Cappellen P.; Cirpka O.A.","Störiko, Anna (26434997900); Pagel, Holger (24281752300); Mellage, Adrian (56708869600); Van Cappellen, Philippe (7003453108); Cirpka, Olaf A. (7003413532)","26434997900; 24281752300; 56708869600; 7003453108; 7003413532","Denitrification-Driven Transcription and Enzyme Production at the River-Groundwater Interface: Insights From Reactive-Transport Modeling","2022","Water Resources Research","58","8","e2021WR031584","","","","1","10.1029/2021WR031584","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136839733&doi=10.1029%2f2021WR031584&partnerID=40&md5=77baeefe7eb3f2fd85a48ed2405400c8","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85136839733"
