"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Publisher","Document Type","Publication Stage","Open Access","Source","EID"
"Peters R.J.; Liermann M.; McHenry M.L.; Bakke P.; Pess G.R.","Peters, Roger J. (36802409900); Liermann, Martin (6506526888); McHenry, Michael L. (24376488300); Bakke, Paul (35943576800); Pess, George R. (6602708948)","36802409900; 6506526888; 24376488300; 35943576800; 6602708948","Changes in Streambed Composition in Salmonid Spawning Habitat of the Elwha River during Dam Removal","2017","Journal of the American Water Resources Association","53","4","","871","885","14","10","10.1111/1752-1688.12536","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020732218&doi=10.1111%2f1752-1688.12536&partnerID=40&md5=1d1742f685073d5da94efdd98cff8afc","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85020732218"
"Nelson A.M.; Moriasi D.N.; Talebizadeh M.; Steiner J.L.; Confesor R.B.; Gowda P.H.; Starks P.J.; Tadesse H.","Nelson, Amanda M. (57195926345); Moriasi, Daniel N. (16679847500); Talebizadeh, Mansour (36145355000); Steiner, Jean L. (7201652113); Confesor, Remegio B. (17343438300); Gowda, Prasanna H. (15727794100); Starks, Patrick J. (57206234930); Tadesse, Haile (57195932388)","57195926345; 16679847500; 36145355000; 7201652113; 17343438300; 15727794100; 57206234930; 57195932388","Impact of Length of Dataset on Streamflow Calibration Parameters and Performance of APEX Model","2017","Journal of the American Water Resources Association","53","5","","1164","1177","13","9","10.1111/1752-1688.12564","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030152422&doi=10.1111%2f1752-1688.12564&partnerID=40&md5=805c5319fa9a350921c221e166a6784a","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85030152422"
"Callahan M.K.; Whigham D.F.; Rains M.C.; Rains K.C.; King R.S.; Walker C.M.; Maurer J.R.; Baird S.J.","Callahan, Michael K. (7102950959); Whigham, Dennis F. (7004568885); Rains, Mark C. (6603453482); Rains, Kai C. (6507873949); King, Ryan S. (7404501070); Walker, Coowe M. (54950312800); Maurer, Jasmine R. (57193360086); Baird, Steven J. (54950532500)","7102950959; 7004568885; 6603453482; 6507873949; 7404501070; 54950312800; 57193360086; 54950532500","Nitrogen Subsidies from Hillslope Alder Stands to Streamside Wetlands and Headwater Streams, Kenai Peninsula, Alaska","2017","Journal of the American Water Resources Association","53","2","","478","492","14","12","10.1111/1752-1688.12508","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013243939&doi=10.1111%2f1752-1688.12508&partnerID=40&md5=2ffe68854dc16d14cf6aebb91853def7","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85013243939"
"Todd M.J.; Wigington P.J., Jr.; Sproles E.A.","Todd, M. Jason (56911797300); Wigington, Parker J. (6701312182); Sproles, Eric A. (55793416500)","56911797300; 6701312182; 55793416500","Hydrologic Landscape Classification to Estimate Bristol Bay, Alaska Watershed Hydrology","2017","Journal of the American Water Resources Association","53","5","","1008","1031","23","3","10.1111/1752-1688.12544","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030166725&doi=10.1111%2f1752-1688.12544&partnerID=40&md5=e045a9b36fb9d78cf5ad5b9484f28c81","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85030166725"
"Brennan R.B.; Scott J.T.; Sharpley A.N.; Lally H.T.; Jarvie H.P.; Bowes M.J.; Haggard B.E.; Gbur E.","Brennan, R.B. (37100997200); Scott, J.T. (24779002100); Sharpley, A.N. (57203270083); Lally, H.T. (54585460800); Jarvie, H.P. (7003738278); Bowes, M.J. (7003749705); Haggard, B.E. (26643152100); Gbur, E. (7004881389)","37100997200; 24779002100; 57203270083; 54585460800; 7003738278; 7003749705; 26643152100; 7004881389","Linking Soil Erosion to Instream Dissolved Phosphorus Cycling and Periphyton Growth","2017","Journal of the American Water Resources Association","53","4","","809","821","12","9","10.1111/1752-1688.12534","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020165555&doi=10.1111%2f1752-1688.12534&partnerID=40&md5=a1a75188a7be37c74cf264364b8079fc","Blackwell Publishing Inc.","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85020165555"
"Webb R.W.; Fassnacht S.R.; Gooseff M.N.","Webb, Ryan W. (56785052600); Fassnacht, Steven R. (6603909200); Gooseff, Michael N. (6603132750)","56785052600; 6603909200; 6603132750","Defining the Diurnal Pattern of Snowmelt Using a Beta Distribution Function","2017","Journal of the American Water Resources Association","53","3","","684","696","12","9","10.1111/1752-1688.12522","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019073712&doi=10.1111%2f1752-1688.12522&partnerID=40&md5=3145256d7a520a4bb0d5e61b8487b398","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85019073712"
"Schifman L.A.; Tryby M.E.; Berner J.; Shuster W.D.","Schifman, L.A. (54385833100); Tryby, M.E. (6506418149); Berner, J. (57200449308); Shuster, W.D. (6603585739)","54385833100; 6506418149; 57200449308; 6603585739","Managing Uncertainty in Runoff Estimation with the U.S. Environmental Protection Agency National Stormwater Calculator","2018","Journal of the American Water Resources Association","54","1","","148","159","11","17","10.1111/1752-1688.12599","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041287965&doi=10.1111%2f1752-1688.12599&partnerID=40&md5=2f1a5b6324d14f71578e8d9e86a38469","Blackwell Publishing Inc.","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85041287965"
"Lerch R.N.; Lin C.H.; Goyne K.W.; Kremer R.J.; Anderson S.H.","Lerch, R.N. (7102652576); Lin, C.H. (15034810700); Goyne, K.W. (6506780261); Kremer, R.J. (7103353150); Anderson, S.H. (57213602525)","7102652576; 15034810700; 6506780261; 7103353150; 57213602525","Vegetative Buffer Strips for Reducing Herbicide Transport in Runoff: Effects of Buffer Width, Vegetation, and Season","2017","Journal of the American Water Resources Association","53","3","","667","683","16","36","10.1111/1752-1688.12526","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018307418&doi=10.1111%2f1752-1688.12526&partnerID=40&md5=a8382a70ce3115ec05c7b1a7355e395e","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85018307418"
"Dziubanski D.J.; Franz K.J.; Helmers M.J.","Dziubanski, David J. (57189688489); Franz, Kristie J. (24597397300); Helmers, Matthew J. (6507911460)","57189688489; 24597397300; 6507911460","Effects of Spatial Distribution of Prairie Vegetation in an Agricultural Landscape on Curve Number Values","2017","Journal of the American Water Resources Association","53","2","","365","381","16","3","10.1111/1752-1688.12510","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014177542&doi=10.1111%2f1752-1688.12510&partnerID=40&md5=aeeae117cc39a66159698306751900e5","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85014177542"
"Lane C.R.; Hall A.; D'Amico E.; Sangwan N.; Merwade V.","Lane, C.R. (8985530800); Hall, A. (57669915200); D'Amico, E. (54583300700); Sangwan, N. (57190798698); Merwade, V. (8519969000)","8985530800; 57669915200; 54583300700; 57190798698; 8519969000","Characterizing the Extent of Spatially Integrated Floodplain and Wetland Systems in the White River, Indiana, USA","2017","Journal of the American Water Resources Association","53","4","","774","790","16","5","10.1111/1752-1688.12531","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020014873&doi=10.1111%2f1752-1688.12531&partnerID=40&md5=9373988d98abe4b8c611bef361b2eb91","Blackwell Publishing Inc.","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85020014873"
"Driscoll J.M.; Hay L.E.; Bock A.R.","Driscoll, Jessica M. (57193902712); Hay, Lauren E. (7006647614); Bock, Andrew R. (56481188400)","57193902712; 7006647614; 56481188400","Spatiotemporal Variability of Snow Depletion Curves Derived from SNODAS for the Conterminous United States, 2004-2013","2017","Journal of the American Water Resources Association","53","3","","655","666","11","5","10.1111/1752-1688.12520","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017451967&doi=10.1111%2f1752-1688.12520&partnerID=40&md5=71947fe55335c8c6acbd4f4ec6d77179","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85017451967"
"Farmer W.H.; Levin S.","Farmer, William H. (55316885100); Levin, Sara (56373378100)","55316885100; 56373378100","Characterizing Uncertainty in Daily Streamflow Estimates at Ungauged Locations for the Massachusetts Sustainable Yield Estimator","2018","Journal of the American Water Resources Association","54","1","","198","210","12","4","10.1111/1752-1688.12603","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034237221&doi=10.1111%2f1752-1688.12603&partnerID=40&md5=79bde45d2ff8bdc8f69c974d62a728a8","Blackwell Publishing Inc.","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85034237221"
"Sanderson M.R.; Curtis A.L.","Sanderson, Matthew R. (24400153500); Curtis, Allan L. (57192894049)","24400153500; 57192894049","Are Irrigators Different from Dryland Operators? Insights from a Comparative Study in Australia","2017","Journal of the American Water Resources Association","53","6","","1453","1466","13","2","10.1111/1752-1688.12584","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035760591&doi=10.1111%2f1752-1688.12584&partnerID=40&md5=90b5f2857d078852dcff5e50f8975c43","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85035760591"
"Qualls R.G.; Heyvaert A.C.","Qualls, Robert G. (7003564833); Heyvaert, Alan C. (8963518300)","7003564833; 8963518300","Accretion of Nutrients and Sediment by a Constructed Stormwater Treatment Wetland in the Lake Tahoe Basin","2017","Journal of the American Water Resources Association","53","6","","1495","1512","17","11","10.1111/1752-1688.12595","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033215227&doi=10.1111%2f1752-1688.12595&partnerID=40&md5=e0831b369acee699338e3677e84a0aa6","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85033215227"
"Samadi S.; Tufford D.L.; Carbone G.J.","Samadi, S. (35270122400); Tufford, D.L. (6602877896); Carbone, G.J. (7005370448)","35270122400; 6602877896; 7005370448","Assessing Parameter Uncertainty of a Semi-Distributed Hydrology Model for a Shallow Aquifer Dominated Environmental System","2017","Journal of the American Water Resources Association","53","6","","1368","1389","21","15","10.1111/1752-1688.12596","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032958309&doi=10.1111%2f1752-1688.12596&partnerID=40&md5=24dc747b64a19940ac500f771322fc05","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85032958309"
"Nelson J.","Nelson, Jim (57225770207)","57225770207","Featured Collection Introduction: National Flood Interoperability Experiment I","2017","Journal of the American Water Resources Association","53","2","","243","244","1","5","10.1111/1752-1688.12513","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014544595&doi=10.1111%2f1752-1688.12513&partnerID=40&md5=19cd4e0b99a4034c5552b4dd31728611","Blackwell Publishing Inc.","Editorial","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85014544595"
"Alam M.J.; Goodall J.L.; Bowes B.D.; Girvetz E.H.","Alam, Md Jahangir (57169389100); Goodall, Jonathan L. (9841782300); Bowes, Benjamin D. (57209021336); Girvetz, Evan H. (8725138300)","57169389100; 9841782300; 57209021336; 8725138300","The Impact of Projected Climate Change Scenarios on Nitrogen Yield at a Regional Scale for the Contiguous United States","2017","Journal of the American Water Resources Association","53","4","","854","870","16","11","10.1111/1752-1688.12537","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020500286&doi=10.1111%2f1752-1688.12537&partnerID=40&md5=d9fe83fd6147ee40565cdf02a87e23d1","Blackwell Publishing Inc.","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85020500286"
"Gao F.; Feng G.; Ouyang Y.; Wang H.; Fisher D.; Adeli A.; Jenkins J.","Gao, Fei (57194453731); Feng, Gary (7401642050); Ouyang, Ying (55750820700); Wang, Huixiao (56201183300); Fisher, Daniel (14830131500); Adeli, Ardeshir (57203030337); Jenkins, Johnie (57203548182)","57194453731; 7401642050; 55750820700; 56201183300; 14830131500; 57203030337; 57203548182","Evaluation of Reference Evapotranspiration Methods in Arid, Semiarid, and Humid Regions","2017","Journal of the American Water Resources Association","53","4","","791","808","17","28","10.1111/1752-1688.12530","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020195357&doi=10.1111%2f1752-1688.12530&partnerID=40&md5=be1853a657e9b5ade95d167989f55e5a","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85020195357"
"Jackson C.R.; Bahn R.A.; Webster J.R.","Jackson, C. Rhett (26638223600); Bahn, Robert A. (55317487000); Webster, Jackson R. (7402197340)","26638223600; 55317487000; 7402197340","Water Quality Signals from Rural Land Use and Exurbanization in a Mountain Landscape: What's Clear and What's Confounded?","2017","Journal of the American Water Resources Association","53","5","","1212","1228","16","15","10.1111/1752-1688.12567","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030171466&doi=10.1111%2f1752-1688.12567&partnerID=40&md5=5e2df91e68a4fc046219f0913923da7a","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85030171466"
"","","","Editor-in-Chief Search","2017","Journal of the American Water Resources Association","53","3","","511","512","1","0","10.1111/1752-1688.12550","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020244984&doi=10.1111%2f1752-1688.12550&partnerID=40&md5=c66e6a9443cfc2f0904543d9df6f6c60","Blackwell Publishing Inc.","Editorial","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85020244984"
"Keane T.D.; Sass C.K.","Keane, Tim D. (15727881100); Sass, Christopher K. (55175729400)","15727881100; 55175729400","Channel Evolution Models as Predictors of Sediment Yield","2017","Journal of the American Water Resources Association","53","6","","1513","1529","16","3","10.1111/1752-1688.12598","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035809973&doi=10.1111%2f1752-1688.12598&partnerID=40&md5=36643b1e95488c8ff603209aa7b532ad","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85035809973"
"","","","Editor-in-Chief Search","2017","Journal of the American Water Resources Association","53","2","","241","242","1","0","10.1111/1752-1688.12527","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017137540&doi=10.1111%2f1752-1688.12527&partnerID=40&md5=5ec4224133a42463c2239d78ccb233f9","Blackwell Publishing Inc.","Editorial","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85017137540"
"Christensen S.D.; Swain N.R.; Jones N.L.; Nelson E.J.; Snow A.D.; Dolder H.G.","Christensen, Scott D. (55926077900); Swain, Nathan R. (55355289700); Jones, Norman L. (55708036200); Nelson, E. James (7402264252); Snow, Alan D. (57126854400); Dolder, Herman G. (56971073100)","55926077900; 55355289700; 55708036200; 7402264252; 57126854400; 56971073100","A Comprehensive Python Toolkit for Accessing High-Throughput Computing to Support Large Hydrologic Modeling Tasks","2017","Journal of the American Water Resources Association","53","2","","333","343","10","1","10.1111/1752-1688.12455","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987818059&doi=10.1111%2f1752-1688.12455&partnerID=40&md5=927e3385edb39513f0146c36db596e0e","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-84987818059"
"Schilling K.E.; Streeter M.T.","Schilling, Keith E. (7103381012); Streeter, Matthew T. (56539568000)","7103381012; 56539568000","Groundwater Nutrient Concentrations and Mass Loading Rates at Iowa Golf Courses","2018","Journal of the American Water Resources Association","54","1","","211","224","13","4","10.1111/1752-1688.12604","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034230802&doi=10.1111%2f1752-1688.12604&partnerID=40&md5=33f8c97baafd16a7e159545a52785daf","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85034230802"
"Jones A.S.; Aanderud Z.T.; Horsburgh J.S.; Eiriksson D.P.; Dastrup D.; Cox C.; Jones S.B.; Bowling D.R.; Carlisle J.; Carling G.T.; Baker M.A.","Jones, Amber Spackman (12771242900); Aanderud, Zachary T. (8130058700); Horsburgh, Jeffery S. (22985191200); Eiriksson, David P. (55567891600); Dastrup, Dylan (57195529219); Cox, Christopher (57199199225); Jones, Scott B. (35481160400); Bowling, David R. (35978069700); Carlisle, Jonathan (7006289171); Carling, Gregory T. (49963012400); Baker, Michelle A. (7403074430)","12771242900; 8130058700; 22985191200; 55567891600; 57195529219; 57199199225; 35481160400; 35978069700; 7006289171; 49963012400; 7403074430","Designing and Implementing a Network for Sensing Water Quality and Hydrology across Mountain to Urban Transitions","2017","Journal of the American Water Resources Association","53","5","","1095","1120","25","17","10.1111/1752-1688.12557","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028590899&doi=10.1111%2f1752-1688.12557&partnerID=40&md5=5c3cadb9bf4ff34b5213a8a813d91e3b","Blackwell Publishing Inc.","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85028590899"
"Groom J.D.; Johnson S.L.; Seeds J.D.; Ice G.G.","Groom, Jeremiah D. (13102696800); Johnson, Sherri L. (35606846100); Seeds, Joshua D. (55538713100); Ice, George G. (7005463626)","13102696800; 35606846100; 55538713100; 7005463626","Evaluating Links Between Forest Harvest and Stream Temperature Threshold Exceedances: The Value of Spatial and Temporal Data","2017","Journal of the American Water Resources Association","53","4","","761","773","12","14","10.1111/1752-1688.12529","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019053126&doi=10.1111%2f1752-1688.12529&partnerID=40&md5=7dbec8a29a0b9e82af09ca65fa681c36","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85019053126"
"Hess D.J.; Wold C.A.; Worland S.C.; Hornberger G.M.","Hess, David J. (7202440099); Wold, Christopher A. (57191503957); Worland, Scott C. (56784078100); Hornberger, George M. (7005737153)","7202440099; 57191503957; 56784078100; 7005737153","Measuring Urban Water Conservation Policies: Toward a Comprehensive Index","2017","Journal of the American Water Resources Association","53","2","","442","455","13","9","10.1111/1752-1688.12506","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013311756&doi=10.1111%2f1752-1688.12506&partnerID=40&md5=35707e68ec9515cc5f1f589f034c25a5","Blackwell Publishing Inc.","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85013311756"
"Aulenbach B.T.; Landers M.N.; Musser J.W.; Painter J.A.","Aulenbach, Brent T. (6602335730); Landers, Mark N. (57193157994); Musser, Jonathan W. (57193160383); Painter, Jaime A. (57193154076)","6602335730; 57193157994; 57193160383; 57193154076","Effects of Impervious Area and BMP Implementation and Design on Storm Runoff and Water Quality in Eight Small Watersheds","2017","Journal of the American Water Resources Association","53","2","","382","399","17","17","10.1111/1752-1688.12501","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011301768&doi=10.1111%2f1752-1688.12501&partnerID=40&md5=82d427e61f311b17329b001b63e128b5","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85011301768"
"Ahams I.C.; Paterson W.; Garcia S.; Rushforth R.; Ruddell B.L.; Mejia A.","Ahams, Ikechukwu C. (56946832400); Paterson, Willa (56946417800); Garcia, Susana (57191256293); Rushforth, Richard (55327028500); Ruddell, Benjamin L. (24773935900); Mejia, Alfonso (24759250900)","56946832400; 56946417800; 57191256293; 55327028500; 24773935900; 24759250900","Water Footprint of 65 Mid- to Large-Sized U.S. Cities and Their Metropolitan Areas","2017","Journal of the American Water Resources Association","53","5","","1147","1163","16","17","10.1111/1752-1688.12563","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030150316&doi=10.1111%2f1752-1688.12563&partnerID=40&md5=ee9b8201a7b304b7b7adf8d9bb383425","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85030150316"
"Fedorchak A.; Dymond R.; Campbell W.","Fedorchak, Amanda (57197876702); Dymond, Randel (8288804500); Campbell, Warren (15727345700)","57197876702; 8288804500; 15727345700","The Financial Impact of Different Stormwater Fee Types: A Case Study of Two Municipalities in Virginia","2017","Journal of the American Water Resources Association","53","6","","1483","1494","11","8","10.1111/1752-1688.12590","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035759765&doi=10.1111%2f1752-1688.12590&partnerID=40&md5=cb063532268a69fc7838e3fe20846887","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85035759765"
"Austin S.H.; Nelms D.L.","Austin, Samuel H. (57189090643); Nelms, David L. (6602819706)","57189090643; 6602819706","Modeling Summer Month Hydrological Drought Probabilities in the United States Using Antecedent Flow Conditions","2017","Journal of the American Water Resources Association","53","5","","1133","1146","13","8","10.1111/1752-1688.12562","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030181633&doi=10.1111%2f1752-1688.12562&partnerID=40&md5=1f39a84eeebde6395990979518e46e24","Blackwell Publishing Inc.","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85030181633"
"Zhou H.; Wu J.; Geng G.; Li X.; Wang Q.; Lei T.; Mo X.; Liu L.","Zhou, Hongkui (55368689400); Wu, Jianjun (56840894700); Geng, Guangpo (56517752100); Li, Xiaohan (55745704000); Wang, Qianfeng (55557965200); Lei, Tianjie (55557554100); Mo, Xinyu (56517597900); Liu, Leizhen (56726867100)","55368689400; 56840894700; 56517752100; 55745704000; 55557965200; 55557554100; 56517597900; 56726867100","Enhancing the Ability of a Soil Moisture-based Index for Agricultural Drought Monitoring by Incorporating Root Distribution","2017","Journal of the American Water Resources Association","53","6","","1409","1423","14","5","10.1111/1752-1688.12573","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029438450&doi=10.1111%2f1752-1688.12573&partnerID=40&md5=495ab80a90a0cd5e145acfe42ee9bb35","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85029438450"
"Pfannerstill M.; Bieger K.; Guse B.; Bosch D.D.; Fohrer N.; Arnold J.G.","Pfannerstill, Matthias (55037354200); Bieger, Katrin (35800886800); Guse, Björn (35223277300); Bosch, David D. (7102510575); Fohrer, Nicola (8302999900); Arnold, Jeffrey G. (7403060643)","55037354200; 35800886800; 35223277300; 7102510575; 8302999900; 7403060643","How to Constrain Multi-Objective Calibrations of the SWAT Model Using Water Balance Components","2017","Journal of the American Water Resources Association","53","3","","532","546","14","33","10.1111/1752-1688.12524","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018457011&doi=10.1111%2f1752-1688.12524&partnerID=40&md5=af52133e60cbaa079ad04060b7a53074","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85018457011"
"Milly P.C.D.; Dunne K.A.","Milly, P.C.D. (7006003831); Dunne, Krista A. (7004343004)","7006003831; 7004343004","A Hydrologic Drying Bias in Water-Resource Impact Analyses of Anthropogenic Climate Change","2017","Journal of the American Water Resources Association","53","4","","822","838","16","73","10.1111/1752-1688.12538","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021319239&doi=10.1111%2f1752-1688.12538&partnerID=40&md5=66a0236a976458342ab7e753de89392e","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85021319239"
"Walker E.L.; Anderson A.M.; Read L.K.; Hogue T.S.","Walker, Ella L. (57194635392); Anderson, Aspen M. (57194637587); Read, Laura K. (55925748300); Hogue, Terri S. (6602848822)","57194635392; 57194637587; 55925748300; 6602848822","Water Use for Hydraulic Fracturing of Oil and Gas in the South Platte River Basin, Colorado","2017","Journal of the American Water Resources Association","53","4","","839","853","14","8","10.1111/1752-1688.12539","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021318304&doi=10.1111%2f1752-1688.12539&partnerID=40&md5=5f823daf7e1d003a7328835ced476ab9","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85021318304"
"Reitz M.; Sanford W.E.; Senay G.B.; Cazenas J.","Reitz, M. (35798836400); Sanford, W.E. (7003803465); Senay, G.B. (6602336456); Cazenas, J. (57194853582)","35798836400; 7003803465; 6602336456; 57194853582","Annual Estimates of Recharge, Quick-Flow Runoff, and Evapotranspiration for the Contiguous U.S. Using Empirical Regression Equations","2017","Journal of the American Water Resources Association","53","4","","961","983","22","74","10.1111/1752-1688.12546","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023628312&doi=10.1111%2f1752-1688.12546&partnerID=40&md5=7b6e30adcae77c5a071a04be9500ee81","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85023628312"
"Schneider J.C.; Ahlfeld D.P.; Spalding C.P.","Schneider, James C. (55465907600); Ahlfeld, David P. (7004387992); Spalding, Charles P. (6701788018)","55465907600; 7004387992; 6701788018","Allocation of Streamflow Depletion Impacts under Nonlinear Conditions","2017","Journal of the American Water Resources Association","53","3","","697","706","9","5","10.1111/1752-1688.12525","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020259892&doi=10.1111%2f1752-1688.12525&partnerID=40&md5=2b75817da5e9884416e700c1b3417461","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85020259892"
"McMillan M.; Liebens J.; Metcalf C.","McMillan, Mitchell (57193773546); Liebens, Johan (6602701833); Metcalf, Christopher (35117997100)","57193773546; 6602701833; 35117997100","Evaluating the BANCS Streambank Erosion Framework on the Northern Gulf of Mexico Coastal Plain","2017","Journal of the American Water Resources Association","53","6","","1393","1408","15","7","10.1111/1752-1688.12572","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028930764&doi=10.1111%2f1752-1688.12572&partnerID=40&md5=29e814a3ac9ab2592c800d4e537a6778","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85028930764"
"Bauwe A.; Tiedemann S.; Kahle P.; Lennartz B.","Bauwe, Andreas (39261056600); Tiedemann, Sara (57195932148); Kahle, Petra (7003861569); Lennartz, Bernd (6602473395)","39261056600; 57195932148; 7003861569; 6602473395","Does the Temporal Resolution of Precipitation Input Influence the Simulated Hydrological Components Employing the SWAT Model?","2017","Journal of the American Water Resources Association","53","5","","997","1007","10","21","10.1111/1752-1688.12560","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030151934&doi=10.1111%2f1752-1688.12560&partnerID=40&md5=915cd072925016334f8c8a91640d326f","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85030151934"
"Griffin E.R.; Friedman J.M.","Griffin, Eleanor R. (8524500400); Friedman, Jonathan M. (7401866403)","8524500400; 7401866403","Decreased Runoff Response to Precipitation, Little Missouri River Basin, Northern Great Plains, USA","2017","Journal of the American Water Resources Association","53","3","","576","592","16","4","10.1111/1752-1688.12517","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016608747&doi=10.1111%2f1752-1688.12517&partnerID=40&md5=9bca76e10ed2e6a35457260042bb9e4a","Blackwell Publishing Inc.","Article","Final","","Scopus","2-s2.0-85016608747"
"Gassman P.W.; Valcu-Lisman A.M.; Kling C.L.; Mickelson S.K.; Panagopoulos Y.; Cibin R.; Chaubey I.; Wolter C.F.; Schilling K.E.","Gassman, Philip W. (7006885932); Valcu-Lisman, Adriana M. (56086061100); Kling, Catherine L. (7003791139); Mickelson, Steven K. (7006695540); Panagopoulos, Yiannis (26323295600); Cibin, Raj (36463401000); Chaubey, Indrajeet (57203258574); Wolter, Calvin F. (7004627498); Schilling, Keith E. (7103381012)","7006885932; 56086061100; 7003791139; 7006695540; 26323295600; 36463401000; 57203258574; 7004627498; 7103381012","Assessment of Bioenergy Cropping Scenarios for the Boone River Watershed in North Central Iowa, United States","2017","Journal of the American Water Resources Association","53","6","","1336","1354","18","16","10.1111/1752-1688.12593","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035804820&doi=10.1111%2f1752-1688.12593&partnerID=40&md5=74e9b0f89eb4ace57e968ea01d63bc83","Blackwell Publishing Inc.","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85035804820"
