"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Publisher","Document Type","Publication Stage","Open Access","Source","EID"
"Keedwell E.","Keedwell, Ed (8367205700)","8367205700","Editorial - Making Water Smart","2021","Journal of Hydroinformatics","23","3","","383","384","1","0","10.2166/HYDRO.2021.100","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108170903&doi=10.2166%2fHYDRO.2021.100&partnerID=40&md5=03dd57d0378f2d1d343fa5aa3288920d","IWA Publishing","Editorial","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85108170903"
"Hariri; Weill S.; Gustedt J.; Charpentier I.","Hariri, Sleimane (57436129300); Weill, Sylvain (26023902700); Gustedt, Jens (34770859700); Charpentier, Isabelle (56313248300)","57436129300; 26023902700; 34770859700; 56313248300","A balanced watershed decomposition method for rain-on-grid simulations in HEC-RAS","2022","Journal of Hydroinformatics","24","2","","315","332","17","2","10.2166/hydro.2022.078","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128482261&doi=10.2166%2fhydro.2022.078&partnerID=40&md5=c17786766bfb7fe5ec1d4080ee165909","IWA Publishing","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85128482261"
"Heydarzadeh R.; Tabesh M.; Scholz M.","Heydarzadeh, Reza (57202191407); Tabesh, Massoud (7801559065); Scholz, Miklas (7202888741)","57202191407; 7801559065; 7202888741","Dissolved oxygen determination in sewers using flow hydraulic parameters as part of a physical-biological simulation model","2022","Journal of Hydroinformatics","24","1","","1","15","14","3","10.2166/HYDRO.2021.051","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124815091&doi=10.2166%2fHYDRO.2021.051&partnerID=40&md5=33918d45163b7bf5b9a35706a98b27c8","IWA Publishing","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85124815091"
"Koşucu M.M.; Demirel M.C.","Koşucu, Mehmet Melih (57211264594); Demirel, Mehmet Cüneyd (25637134900)","57211264594; 25637134900","Smart pressure management extension for EPANET: source code enhancement with a dynamic pressure reducing valve model","2022","Journal of Hydroinformatics","24","3","","642","658","16","4","10.2166/hydro.2022.172","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128267408&doi=10.2166%2fhydro.2022.172&partnerID=40&md5=1cdae5d7d41227d177b4c6e452d326f9","IWA Publishing","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85128267408"
"Vidyarthi V.K.; Jain A.","Vidyarthi, Vikas Kumar (57215547088); Jain, Ashu (35571582400)","57215547088; 35571582400","Incorporating non-uniformity and non-linearity of hydrologic and catchment characteristics in rainfall-runoff modeling using conceptual, data-driven, and hybrid techniques","2022","Journal of Hydroinformatics","24","2","","350","366","16","3","10.2166/hydro.2022.088","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128472570&doi=10.2166%2fhydro.2022.088&partnerID=40&md5=6bd10e674f102304591177946bc48075","IWA Publishing","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85128472570"
"Mohtashami A.; Monfared S.A.H.; Azizyan G.; Akbarpour A.","Mohtashami, Ali (57457544800); Monfared, Seyed Arman Hashemi (26425139600); Azizyan, Gholamreza (55969296200); Akbarpour, Abolfazl (56990449300)","57457544800; 26425139600; 55969296200; 56990449300","Numerical simulation of groundwater in an unconfined aquifer with a novel hybrid model (case study: Birjand Aquifer, Iran)","2022","Journal of Hydroinformatics","24","1","","160","178","18","4","10.2166/HYDRO.2021.113","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124384266&doi=10.2166%2fHYDRO.2021.113&partnerID=40&md5=a8ce8aa2dd148a27844459d3c461ee79","IWA Publishing","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85124384266"
"Rondón Díaz J.D.; Vilches-Blázquez L.M.","Rondón Díaz, Juan D. (57580825100); Vilches-Blázquez, Luis M. (16318233100)","57580825100; 16318233100","Characterizing water quality datasets through multi-dimensional knowledge graphs: a case study of the Bogota river basin","2022","Journal of Hydroinformatics","24","2","","295","314","19","4","10.2166/hydro.2022.070","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128479925&doi=10.2166%2fhydro.2022.070&partnerID=40&md5=dc4b6cf678537542b8d6b2197517aa4f","IWA Publishing","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85128479925"
"Sreedhara B.M.; Patil A.P.; Pushparaj J.; Kuntoji G.; Naganna S.R.","Sreedhara, B.M. (57202383482); Patil, Amit Prakash (56823030600); Pushparaj, Jagalingam (57193551482); Kuntoji, Geetha (57194189610); Naganna, Sujay Raghavendra (57208242933)","57202383482; 56823030600; 57193551482; 57194189610; 57208242933","Application of gradient tree boosting regressor for the prediction of scour depth around bridge piers","2021","Journal of Hydroinformatics","23","4","","849","863","14","7","10.2166/hydro.2021.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110485594&doi=10.2166%2fhydro.2021.011&partnerID=40&md5=f6ec0fbdfe49eed034aba199b2e1ab8f","IWA Publishing","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85110485594"
"Rodríguez-Alarcón R.; Lozano S.","Rodríguez-Alarcón, R. (57194138991); Lozano, S. (7004141022)","57194138991; 7004141022","Complex network modeling of a river basin: an application to the Guadalquivir River in Southern Spain","2022","Journal of Hydroinformatics","24","3","","559","573","14","2","10.2166/HYDRO.2022.148","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132721253&doi=10.2166%2fHYDRO.2022.148&partnerID=40&md5=b20fbe4037b618f54db794969dd87c4c","IWA Publishing","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85132721253"
"Huang P.; Wang L.; Hou D.; Lin W.; Yu J.; Zhang G.; Zhang H.","Huang, Pingjie (7403658777); Wang, Lixiang (57280706800); Hou, Dibo (7103150808); Lin, Wangli (57696687900); Yu, Jie (57125137700); Zhang, Guangxin (8333224700); Zhang, Hongjian (7409194439)","7403658777; 57280706800; 7103150808; 57696687900; 57125137700; 8333224700; 7409194439","A feature extraction method based on the entropy-minimal description length principle and GBDT for common surface water pollution identification","2021","Journal of Hydroinformatics","23","5","060","","","","1","10.2166/hydro.2021.060","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114013548&doi=10.2166%2fhydro.2021.060&partnerID=40&md5=bf2b1dec4eadbf1e28713f6b2e2a2d34","IWA Publishing","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85114013548"
"Okwori E.; Pericault Y.; Ugarelli R.; Viklander M.; Hedström A.","Okwori, E. (57222085297); Pericault, Y. (57156583300); Ugarelli, R. (23478410700); Viklander, M. (6603188755); Hedström, A. (35611641200)","57222085297; 57156583300; 23478410700; 6603188755; 35611641200","Data-driven asset management in urban water pipe networks: A proposed conceptual framework","2021","Journal of Hydroinformatics","23","5","","1014","1029","15","6","10.2166/hydro.2021.068","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116092076&doi=10.2166%2fhydro.2021.068&partnerID=40&md5=004582fda90662433b746e00ac34e7cc","IWA Publishing","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85116092076"
"Parasyris A.; Spanoudaki K.; Varouchakis E.A.; Kampanis N.A.","Parasyris, Antonios (57280323200); Spanoudaki, Katerina (35070462200); Varouchakis, Emmanouil A. (24400479200); Kampanis, Nikolaos A. (6602744425)","57280323200; 35070462200; 24400479200; 6602744425","A decision support tool for optimising groundwater-level monitoring networks using an adaptive genetic algorithm","2021","Journal of Hydroinformatics","23","5","","1066","1082","16","1","10.2166/hydro.2021.045","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116167150&doi=10.2166%2fhydro.2021.045&partnerID=40&md5=1339a780af210dfea58e9f971c209b04","IWA Publishing","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85116167150"
"Panahi J.; Mastouri R.; Shabanlou S.","Panahi, Javad (57862601900); Mastouri, Reza (36242014200); Shabanlou, Saeid (36162499100)","57862601900; 36242014200; 36162499100","Insights into enhanced machine learning techniques for surface water quantity and quality prediction based on data pre-processing algorithms","2022","Journal of Hydroinformatics","24","4","","875","897","22","2","10.2166/hydro.2022.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136745987&doi=10.2166%2fhydro.2022.022&partnerID=40&md5=19e8e83a0d7c03196630c15a9b9d17bc","IWA Publishing","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85136745987"
"Lagacherie P.; Dagès C.; Zadonina E.; Fabre J.C.; Molénat J.; Squividant H.; Thomas B.","Lagacherie, Philippe (6601984338); Dagès, Cécile (14826528700); Zadonina, Ekatarina (57843642000); Fabre, Jean Christophe (57220725872); Molénat, Jérôme (56034280900); Squividant, Hervé (6508323408); Thomas, Bruce (57843642100)","6601984338; 14826528700; 57843642000; 57220725872; 56034280900; 6508323408; 57843642100","A fully automated and generic spatial discretization procedure for cultivated landscapes with human-made landscape elements","2022","Journal of Hydroinformatics","24","4","","917","931","14","0","10.2166/hydro.2022.048","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135963118&doi=10.2166%2fhydro.2022.048&partnerID=40&md5=ae4e1d371637d038b9b4ad9bc81dd3a2","IWA Publishing","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85135963118"
"Gong S.; Ball J.; Surawski N.","Gong, Siming (57581121400); Ball, James (7401813592); Surawski, Nicholas (35338113400)","57581121400; 7401813592; 35338113400","Urban land-use land-cover extraction for catchment modelling using deep learning techniques","2022","Journal of Hydroinformatics","24","2","","388","405","17","2","10.2166/hydro.2022.124","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128464567&doi=10.2166%2fhydro.2022.124&partnerID=40&md5=d537956401ccf25ff831cd9ea1335df6","IWA Publishing","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85128464567"
"Brum M.; Fan F.M.; Salla M.R.; von Sperling M.","Brum, Marianne (57844409000); Fan, Fernando M. (55963964200); Salla, Marcio R. (24473076900); von Sperling, Marcos (7004116660)","57844409000; 55963964200; 24473076900; 7004116660","Analysis of a probabilistic approach for modelling and assessment of the water quality of rivers","2022","Journal of Hydroinformatics","24","4","","783","797","14","1","10.2166/hydro.2022.157","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135883099&doi=10.2166%2fhydro.2022.157&partnerID=40&md5=9cbaf2af276e6c267b84ad14ddf067e7","IWA Publishing","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85135883099"
"Rincón-Avalos P.; Khouakhi A.; Mendoza-Cano O.; López-De la Cruz J.; Paredes-Bonilla K.M.","Rincón-Avalos, Pedro (57223015192); Khouakhi, Abdou (25959184500); Mendoza-Cano, Oliver (35077329900); López-De la Cruz, Jesús (56896134600); Paredes-Bonilla, Karla Michelle (57843641900)","57223015192; 25959184500; 35077329900; 56896134600; 57843641900","Evaluation of satellite precipitation products over Mexico using Google Earth Engine","2022","Journal of Hydroinformatics","24","4","","711","729","18","3","10.2166/hydro.2022.122","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135886920&doi=10.2166%2fhydro.2022.122&partnerID=40&md5=c89848a3c79838aae6676101ee45e6bd","IWA Publishing","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85135886920"
"Zhou Q.; Situ Z.; Teng S.; Chen W.; Chen G.; Su J.","Zhou, Qianqian (54416814000); Situ, Zuxiang (57223046482); Teng, Shuai (57210558798); Chen, Weifeng (57435545400); Chen, Gongfa (57213327735); Su, Jiongheng (57205079804)","54416814000; 57223046482; 57210558798; 57435545400; 57213327735; 57205079804","Comparison of classic object-detection techniques for automated sewer defect detection","2022","Journal of Hydroinformatics","24","2","","406","419","13","4","10.2166/hydro.2022.132","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128452901&doi=10.2166%2fhydro.2022.132&partnerID=40&md5=b569187abf6f713687703c1a5cb991f1","IWA Publishing","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85128452901"
"van der Heijden T.; Lugt D.; van Nooijen R.; Palensky P.; Abraham E.","van der Heijden, Ties (57347605800); Lugt, Dorien (57849032000); van Nooijen, Ronald (36599453500); Palensky, Peter (8517464000); Abraham, Edo (57254673500)","57347605800; 57849032000; 36599453500; 8517464000; 57254673500","Multi-market demand response from pump-controlled open canal systems: an economic MPC approach to pump-scheduling","2022","Journal of Hydroinformatics","24","4","","838","855","17","1","10.2166/hydro.2022.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136181473&doi=10.2166%2fhydro.2022.018&partnerID=40&md5=b27811f26268d7e04fef5adafaad3a25","IWA Publishing","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85136181473"
