Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Wang, Q., Zhou, Q., Lei, X., Savić, D.A.",57199479213;54416814000;15760501200;35580202000;,Comparison of multiobjective optimization methods applied to urban drainage adaptation problems,2018,Journal of Water Resources Planning and Management,144,11,4018070,,,,14,10.1061/(ASCE)WR.1943-5452.0000996,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052697893&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000996&partnerID=40&md5=14e49b2e551e8b57edc665107879ab60,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85052697893
"Kong, X.M., Huang, G.H., Li, Y.P., Fan, Y.R., Zeng, X.T., Zhu, Y.",56399923600;55489745300;26531210500;36617109000;56051418200;56246448900;,Inexact copula-based stochastic programming method for water resources management under multiple uncertainties,2018,Journal of Water Resources Planning and Management,144,11,4018069,,,,23,10.1061/(ASCE)WR.1943-5452.0000987,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052532967&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000987&partnerID=40&md5=9fc5bd920f6d8835ddc13fe21f04dec2,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85052532967
"Sowby, R.B.",56736830000;,Correlation of energy management policies with lower energy use in public water systems,2018,Journal of Water Resources Planning and Management,144,11,6018007,,,,9,10.1061/(ASCE)WR.1943-5452.0001006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052280917&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001006&partnerID=40&md5=4ffcc9b3d38bf7cabc41f3020990ef1d,Note,Final,,Scopus,2-s2.0-85052280917
"Post, Y.L., McBean, E., Gharabaghi, B.",56177810900;7006399320;6507404820;,Using probabilistic neural networks to analyze First Nations' drinking water advisory data,2018,Journal of Water Resources Planning and Management,144,11,5018015,,,,6,10.1061/(ASCE)WR.1943-5452.0000988,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051861544&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000988&partnerID=40&md5=6fcc8430682599d0266826d1134b92fe,Article,Final,,Scopus,2-s2.0-85051861544
"Guo, X.-Y., Ma, C., Tang, Z.-B.",57037336700;35751178100;57200857565;,Multi-timescale joint optimal dispatch model considering environmental flow requirements for a dewatered river channel: Case study of Jinping cascade hydropower stations,2018,Journal of Water Resources Planning and Management,144,10,5018014,,,,8,10.1061/(ASCE)WR.1943-5452.0000981,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051085121&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000981&partnerID=40&md5=a1436fadaf2e48a242c70abd07faffb5,Article,Final,,Scopus,2-s2.0-85051085121
"Du, K., Ding, R.-Y., Wang, Z.-H., Song, Z.-G., Xu, B.-F., Zhou, M., Bai, Y., Zhang, J.",55778036200;57201856003;57192441315;41961674400;55898778500;57198736335;55461096500;56276628400;,Erratum: Direct inversion algorithm for pipe resistance coefficient calibration of water distribution systems [DOI: 10.1061/(ASCE)WR.1943-5452.0000948],2018,Journal of Water Resources Planning and Management,144,10,8218001,,,,6,10.1061/(ASCE)WR.1943-5452.0000948,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050998471&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000948&partnerID=40&md5=83fb1cf53a56af366144299d23dd7c5b,Erratum,Final,,Scopus,2-s2.0-85050998471
"Lund, J., Medellin-Azuara, J., Durand, J., Stone, K.",55950426300;19934190600;56135982000;57203182667;,Lessons from California's 2012-2016 drought,2018,Journal of Water Resources Planning and Management,144,10,4018067,,,,153,10.1061/(ASCE)WR.1943-5452.0000984,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050864061&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000984&partnerID=40&md5=46b92a18bfac7e6f3eb232419e4a475e,Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85050864061
"Maheshwari, A., Abokifa, A.A., Gudi, R.D., Biswas, P.",57214534096;56979384600;7003356744;14031049800;,Coordinated decentralization-based optimization of disinfectant dosing in large-scale water distribution networks,2018,Journal of Water Resources Planning and Management,144,10,4018066,,,,14,10.1061/(ASCE)WR.1943-5452.0000979,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050630867&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000979&partnerID=40&md5=fc2016803ce64dcc270d3f374c2585bd,Article,Final,,Scopus,2-s2.0-85050630867
"Scionti, F., Miguez, M.G., Barbaro, G., De Sousa, M.M., Foti, G., Canale, C.",57203060925;22234675000;36002275000;56810632100;44861315800;57202364158;,"Integrated methodology for urban flood risk mitigation in Cittanova, Italy",2018,Journal of Water Resources Planning and Management,144,10,5018013,,,,30,10.1061/(ASCE)WR.1943-5452.0000985,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050405548&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000985&partnerID=40&md5=b59d171cc8bf7cdc79f7547f06e533e9,Article,Final,,Scopus,2-s2.0-85050405548
"Niu, W.-J., Feng, Z.-K., Cheng, C.-T.",56709266000;48561032800;7404796475;,Min-max linear programming model for multireservoir system operation with power deficit aspect,2018,Journal of Water Resources Planning and Management,144,10,6018006,,,,6,10.1061/(ASCE)WR.1943-5452.0000977,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050281228&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000977&partnerID=40&md5=1ea4ec6fad355327a01e27687d3587bd,Note,Final,,Scopus,2-s2.0-85050281228
"Alvarruiz, F., Alzamora, F.M., Vidal, A.M.",6504557975;35368728400;7102769291;,Efficient modeling of active control valves in water distribution systems using the loop method,2018,Journal of Water Resources Planning and Management,144,10,4018064,,,,8,10.1061/(ASCE)WR.1943-5452.0000982,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050280170&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000982&partnerID=40&md5=e161541b14f2ce5b49e29c85da0ebe6e,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85050280170
"Yu, Y., Zhang, S., An, A.K., Furumai, H.",57752734400;57200533946;57200299849;7003360137;,Simple method for calculating hydraulic behavior of combined sewer overflow from rainfall event data,2018,Journal of Water Resources Planning and Management,144,10,4018061,,,,6,10.1061/(ASCE)WR.1943-5452.0000972,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050276868&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000972&partnerID=40&md5=c1276e0ed6a666dba945bf7904ee2d92,Article,Final,,Scopus,2-s2.0-85050276868
"Taormina, R., Galelli, S.",36609357000;33567777500;,Deep-learning approach to the detection and localization of cyber-physical attacks on water distribution systems,2018,Journal of Water Resources Planning and Management,144,10,4018065,,,,59,10.1061/(ASCE)WR.1943-5452.0000983,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050275864&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000983&partnerID=40&md5=129b6feb9986c6af43eb493bad4f29d0,Article,Final,,Scopus,2-s2.0-85050275864
"Kandasamy, V.P.V., Sinha, S.K.",57195921867;55450502300;,Stormwater pipe performance index using fuzzy inference method,2018,Journal of Water Resources Planning and Management,144,10,4018062,,,,7,10.1061/(ASCE)WR.1943-5452.0000967,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050264279&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000967&partnerID=40&md5=3654746618d24ee466105788b03f43ef,Article,Final,,Scopus,2-s2.0-85050264279
"Zhang, Q., Zheng, F., Duan, H.-F., Jia, Y., Zhang, T., Guo, X.",55649831800;43262232400;57200804773;57203022101;7404373750;16836667400;,Efficient numerical approach for simultaneous calibration of pipe roughness coefficients and nodal demands for water distribution systems,2018,Journal of Water Resources Planning and Management,144,10,4018063,,,,30,10.1061/(ASCE)WR.1943-5452.0000986,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050256154&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000986&partnerID=40&md5=a55876caf645f65c4ede5876a971d5d4,Article,Final,,Scopus,2-s2.0-85050256154
"Seo, S.B., Mahinthakumar, G., Sankarasubramanian, A., Kumar, M.",56275693500;57202986260;6603489730;57211647641;,Conjunctive management of surface water and groundwater resources under drought conditions using a fully coupled hydrological model,2018,Journal of Water Resources Planning and Management,144,9,4018060,,,,27,10.1061/(ASCE)WR.1943-5452.0000978,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050155759&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000978&partnerID=40&md5=31c5609f6284b1e000bba9229a983b0c,Article,Final,,Scopus,2-s2.0-85050155759
"Duviella, E., Doniec, A., Nouasse, H.",14519049600;24070671100;55371396400;,Adaptive water-resource allocation planning of inland waterways in the context of global change,2018,Journal of Water Resources Planning and Management,144,9,4018059,,,,10,10.1061/(ASCE)WR.1943-5452.0000970,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049783794&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000970&partnerID=40&md5=72a0d41ca47636cb1253b9b57ffa98d2,Article,Final,,Scopus,2-s2.0-85049783794
"Logan, L.H., Stillwell, A.S.",56201290000;35575138700;,Water temperature duration curves for thermoelectric power plant mixing zone analysis,2018,Journal of Water Resources Planning and Management,144,9,4018058,,,,4,10.1061/(ASCE)WR.1943-5452.0000980,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049779954&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000980&partnerID=40&md5=fdf85136035b6e95f18e93506b2138fd,Article,Final,,Scopus,2-s2.0-85049779954
"Rosenberg, D.E., Watkins, D.W.",8577634300;35581026600;,"New policy to specify availability of data, models, and code",2018,Journal of Water Resources Planning and Management,144,9,1618001,,,,8,10.1061/(ASCE)WR.1943-5452.0000998,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049635541&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000998&partnerID=40&md5=fa9fc50a9450b7d1ed966288e923dacf,Note,Final,,Scopus,2-s2.0-85049635541
"Asheri-Arnon, T., Ezra, S., Fishbain, B.",57202833621;6602189320;6505471465;,Contamination detection of water with varying routine backgrounds by UV-spectrophotometry,2018,Journal of Water Resources Planning and Management,144,9,4018056,,,,5,10.1061/(ASCE)WR.1943-5452.0000965,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049535864&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000965&partnerID=40&md5=abaefc8945e0947f315646af8933ebc9,Article,Final,,Scopus,2-s2.0-85049535864
"Hatam, F., Besner, M.-C., Ebacher, G., Prévost, M.",57202834190;6602981160;35098496300;7101731160;,Combining a multispecies water quality and pressure-driven hydraulic analysis to determine areas at risk during sustained pressure-deficient conditions in a distribution system,2018,Journal of Water Resources Planning and Management,144,9,4018057,,,,7,10.1061/(ASCE)WR.1943-5452.0000976,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049508646&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000976&partnerID=40&md5=470d2c5a182056b96e2a03e84f7ac31b,Article,Final,,Scopus,2-s2.0-85049508646
"Brentan, B., Meirelles, G., Luvizotto, E., Izquierdo, J.",55898255600;57195289413;6505901432;7102685422;,Joint operation of pressure-reducing valves and pumps for improving the efficiency of water distribution systems,2018,Journal of Water Resources Planning and Management,144,9,4018055,,,,23,10.1061/(ASCE)WR.1943-5452.0000974,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049304235&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000974&partnerID=40&md5=d77e812bc30c02280aa292dc3a241bd1,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85049304235
"Spence, C.M., Brown, C.M.",56786626700;15749833900;,Decision analytic approach to resolving divergent climate assumptions in water resources planning,2018,Journal of Water Resources Planning and Management,144,9,4018054,,,,7,10.1061/(ASCE)WR.1943-5452.0000939,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049299323&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000939&partnerID=40&md5=425c5426334d1a69d733b07aff8a846c,Article,Final,,Scopus,2-s2.0-85049299323
"Afshar, A., Masoumi, F., Solis, S.S.",7005146256;57057704700;23995805500;,Developing a reliability-based waste load allocation strategy for river-reservoir systems,2018,Journal of Water Resources Planning and Management,144,9,4018052,,,,12,10.1061/(ASCE) WR.1943-5452.0000973,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049261426&doi=10.1061%2f%28ASCE%29+WR.1943-5452.0000973&partnerID=40&md5=b6df773002e443c871ca360ed511bcc5,Article,Final,,Scopus,2-s2.0-85049261426
"Salehi, S., Tabesh, M., Ghazizadeh, M.J.",57195327863;7801559065;57194578759;,HRDM method for rehabilitation of pipes in water distribution networks with inaccurate operational-failure data,2018,Journal of Water Resources Planning and Management,144,9,4018053,,,,11,10.1061/(ASCE) WR.1943-5452.0000943,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049247124&doi=10.1061%2f%28ASCE%29+WR.1943-5452.0000943&partnerID=40&md5=a05d98664afb6702e6416cbd588ebeb0,Article,Final,,Scopus,2-s2.0-85049247124
"Kumar, K., Kasthurirengan, S.",35114889600;6602667141;,Generalized linear two-point hedging rule for water supply reservoir operation,2018,Journal of Water Resources Planning and Management,144,9,4018051,,,,19,10.1061/(ASCE)WR.1943-5452.0000964,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049164975&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000964&partnerID=40&md5=d9de2888899e9a989ee0e03c1604c476,Article,Final,,Scopus,2-s2.0-85049164975
"Gorelick, D.E., Zeff, H.B., Characklis, G.W., Reed, P.M.",57202629628;55815991900;6603397589;7202010819;,Integrating raw water transfers into an eastern United States management context,2018,Journal of Water Resources Planning and Management,144,9,5018012,,,,9,10.1061/(ASCE)WR.1943-5452.0000966,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048932297&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000966&partnerID=40&md5=d6114250a54afdeceb57719fd23ca312,Article,Final,,Scopus,2-s2.0-85048932297
"Léon-Celi, C.F., Iglesias-Rey, P.L., Martínez-Solano, F.J., Savic, D.",57202612617;15220062200;15220688300;35580202000;,Operation of multiple pumped-water sources with no storage,2018,Journal of Water Resources Planning and Management,144,9,4018050,,,,12,10.1061/(ASCE)WR.1943-5452.0000971,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048880066&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000971&partnerID=40&md5=0bb6a40f44b5e36a132c0dda57be3ec1,Article,Final,,Scopus,2-s2.0-85048880066
"Jung, D., Kim, J.H.",55263904900;35100406500;,Water distribution system design to minimize costs and maximize topological and hydraulic reliability,2018,Journal of Water Resources Planning and Management,144,9,6018005,,,,20,10.1061/(ASCE)WR.1943-5452.0000975,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048854621&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000975&partnerID=40&md5=722c90cd9e55c9b0c258352c4846e661,Note,Final,,Scopus,2-s2.0-85048854621
"Wang, J., Horne, A., Nathan, R., Peel, M., Neave, I.",57194713369;36166834200;7102789132;7005574002;56989758600;,Vulnerability of ecological condition to the sequencing of wet and dry spells prior to and during the Murray-Darling basin millenniumdrought,2018,Journal of Water Resources Planning and Management,144,8,4018049,,,,13,10.1061/(ASCE)WR.1943-5452.0000963,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048531899&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000963&partnerID=40&md5=202a83b659252c6772da1482a8a060b5,Article,Final,,Scopus,2-s2.0-85048531899
"Taormina, R., Galelli, S., Tippenhauer, N.O., Salomons, E., Ostfeld, A., Eliades, D.G., Aghashahi, M., Sundararajan, R., Pourahmadi, M., Banks, M.K., Brentan, B.M., Campbell, E., Lima, G., Manzi, D., Ayala-Cabrera, D., Herrera, M., Montalvo, I., Izquierdo, J., Luvizotto, E., Chandy, S.E., Rasekh, A., Barker, Z.A., Campbell, B., Shafiee, M.E., Giacomoni, M., Gatsis, N., Taha, A., Abokifa, A.A., Haddad, K., Lo, C.S., Biswas, P., Fayzul K. Pasha, M., Kc, B., Somasundaram, S.L., Housh, M., Ohar, Z.",36609357000;33567777500;35106192100;8683860000;7005595203;15057672400;57207669943;57194655778;6602704243;7102259800;55898255600;56020499100;57217834414;57194646658;36859418700;35210396100;23969308100;7102685422;6505901432;57194659538;26040962000;57189354633;57194649358;36188902500;35114687100;57203229477;57203241232;56979384600;57189703257;36786289800;14031049800;57188874295;57194650706;57194658419;43261326600;36188502800;,Battle of the Attack Detection Algorithms: Disclosing cyber attacks on water distribution networks,2018,Journal of Water Resources Planning and Management,144,8,4018048,,,,106,10.1061/(ASCE)WR.1943-5452.0000969,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048347536&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000969&partnerID=40&md5=074158ecf13bf43cd694b3b020ec3ff2,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85048347536
"Jamali, A.A., Randhir, T.O., Nosrati, J.",36630557000;6603501210;57202435586;,Site suitability analysis for subsurface dams using Boolean and fuzzy logic in arid watersheds,2018,Journal of Water Resources Planning and Management,144,8,4018047,,,,25,10.1061/(ASCE)WR.1943-5452.0000947,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048340642&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000947&partnerID=40&md5=cc46595c241997bfaab15324935e91bc,Article,Final,,Scopus,2-s2.0-85048340642
"Blinco, L.J., Simpson, A.R., Lambert, M.F., Marchi, A.",56991196700;7402780493;24923543300;35307313800;,Optimization of pumping costs and harvested volume for a stormwater harvesting system,2018,Journal of Water Resources Planning and Management,144,8,5018011,,,,1,10.1061/(ASCE)WR.1943-5452.0000968,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048335874&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000968&partnerID=40&md5=99be92db550600b602d65a697e9152a7,Article,Final,,Scopus,2-s2.0-85048335874
"Smith, R., Kasprzyk, J., Basdekas, L.",57071843600;23972953800;56037099000;,Experimenting with water supply planning objectives using the Eldorado Utility Planning Model multireservoir testbed,2018,Journal of Water Resources Planning and Management,144,8,4018046,,,,8,10.1061/(ASCE)WR.1943-5452.0000962,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048231419&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000962&partnerID=40&md5=b51425c92705fe74a0e9c8e589dea5be,Article,Final,,Scopus,2-s2.0-85048231419
"Ahmadi, A., Zolfagharipoor, M.A., Nafisi, M.",25030378200;57191585616;57202403320;,Development of a hybrid algorithm for the optimal design of sewer networks,2018,Journal of Water Resources Planning and Management,144,8,4018045,,,,11,10.1061/(ASCE)WR.1943-5452.0000942,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048226112&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000942&partnerID=40&md5=5158c91537bdf835642bb6119f65b938,Article,Final,,Scopus,2-s2.0-85048226112
"Khan, R., Nguyen, T.H., Shisler, J., Lin, L.-S., Jutla, A., Colwell, R.",56947046100;55286751400;35565200200;57223725975;16309699700;7203000370;,Evaluation of risk of cholera after a natural disaster: Lessons learned from the 2015 Nepal earthquake,2018,Journal of Water Resources Planning and Management,144,8,4018044,,,,9,10.1061/(ASCE)WR.1943-5452.0000929,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047860969&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000929&partnerID=40&md5=3fa4e05235d2ab5cfec9ab6663026b08,Article,Final,,Scopus,2-s2.0-85047860969
"Rahmani, F., Muhammed, K., Behzadian, K., Farmani, R.",56990848800;57194152633;23972596800;8585125300;,Optimal operation of water distribution systems using a graph theory-based configuration of district metered areas,2018,Journal of Water Resources Planning and Management,144,8,4018042,,,,15,10.1061/(ASCE)WR.1943-5452.0000941,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047749942&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000941&partnerID=40&md5=e5e07b3193254d7a722b37975b2b99e3,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85047749942
"Sankary, N., Ostfeld, A.",56709591700;7005595203;,Multiobjective optimization of inline mobile and fixed wireless sensor networks under conditions of demand uncertainty,2018,Journal of Water Resources Planning and Management,144,8,4018043,,,,16,10.1061/(ASCE)WR.1943-5452.0000930,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047743635&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000930&partnerID=40&md5=114917a06ddab0e70079d36660b5bbae,Article,Final,,Scopus,2-s2.0-85047743635
"Kiptala, J.K., Mul, M.L., Mohamed, Y.A., van der Zaag, P.",55909884000;14632206200;56962742100;56729222000;,"Multiobjective analysis of green-blue water uses in a highly utilized basin: Case study of Pangani Basin, Africa",2018,Journal of Water Resources Planning and Management,144,8,5018010,,,,4,10.1061/(ASCE)WR.1943-5452.0000960,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047668097&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000960&partnerID=40&md5=90ecdb645966dea237c07ac23a5c57de,Article,Final,,Scopus,2-s2.0-85047668097
"Khatri, K.B., Strong, C., Kochanski, A.K., Burian, S., Miller, C., Hasenyager, C.",35098962600;57204885850;57207588886;6701688830;57196347166;57202258706;,"Water resources criticality due to future climate change and population growth: Case of river basins in Utah, USA",2018,Journal of Water Resources Planning and Management,144,8,4018041,,,,9,10.1061/(ASCE)WR.1943-5452.0000959,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047638100&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000959&partnerID=40&md5=878c9bc833bb691bf94102a0a5c4262b,Article,Final,,Scopus,2-s2.0-85047638100
"Do, N.C., Simpson, A.R., Deuerlein, J.W., Piller, O.",55837383300;7402780493;23972116900;23091947000;,Locating inadvertently partially closed valves in water distribution systems,2018,Journal of Water Resources Planning and Management,144,8,4018039,,,,9,10.1061/(ASCE)WR.1943-5452.0000958,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047524758&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000958&partnerID=40&md5=72bfe80c7ba3bcf780477cbf67e228fd,Article,Final,,Scopus,2-s2.0-85047524758
"Porse, E., Mika, K.B., Williams, R., Gold, M., Blomquist, W., Pincetl, S.",55838533800;36055804500;57212718781;55439426500;6603459073;6603421815;,Groundwater exchange pools and urban water supply sustainability: Modeling directed and undirected networks,2018,Journal of Water Resources Planning and Management,144,8,4018040,,,,8,10.1061/(ASCE)WR.1943-5452.0000949,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047521531&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000949&partnerID=40&md5=7ef7d1cbe32980ffc33f7548676083c9,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85047521531
"Anghileri, D., Castelletti, A., Burlando, P.",55114727000;6504550849;6603823606;,Alpine hydropower in the decline of the nuclear era: Trade-offbetween revenue and production in the Swiss Alps,2018,Journal of Water Resources Planning and Management,144,8,4018037,,,,8,10.1061/(ASCE)WR.1943-5452.0000944,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047264246&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000944&partnerID=40&md5=1947ebecf2751a086461b252daaedee0,Article,Final,,Scopus,2-s2.0-85047264246
"Kumar, S., Moglen, G.E., Godrej, A.N., Grizzard, T.J., Post, H.E.",57209548109;6603793706;6508275164;7003993598;57195934543;,Trends in water yield under climate change and urbanization in the US Mid-Atlantic region,2018,Journal of Water Resources Planning and Management,144,8,5018009,,,,8,10.1061/(ASCE)WR.1943-5452.0000937,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047250023&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000937&partnerID=40&md5=cc00ca7cc70351492cfec0147ffad8e6,Article,Final,,Scopus,2-s2.0-85047250023
"Fecarotta, O., Ramos, H.M., Derakhshan, S., Del Giudice, G., Carravetta, A.",36503779200;35568240000;23090232800;58044921800;56521531900;,Fine tuning a PAT hydropower plant in a water supply network to improve system effectiveness,2018,Journal of Water Resources Planning and Management,144,8,4018038,,,,38,10.1061/(ASCE)WR.1943-5452.0000961,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046035010&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000961&partnerID=40&md5=a6f2c1bf0395bcbbaa118305c18513ea,Article,Final,,Scopus,2-s2.0-85046035010
"Qi, Z., Zheng, F., Guo, D., Maier, H.R., Zhang, T., Yu, T., Shao, Y.",57193096347;43262232400;56424714000;7202461054;7404373750;8945378600;35761327400;,Better understanding of the capacity of pressure sensor systems to detect pipe burst within water distribution networks,2018,Journal of Water Resources Planning and Management,144,7,4018035,,,,32,10.1061/(ASCE)WR.1943-5452.0000957,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047015967&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000957&partnerID=40&md5=f25aac06cd071d1779ab9d304752358c,Article,Final,,Scopus,2-s2.0-85047015967
"Gong, Y., Cheng, J.",36059091600;8426486400;,Optimization of cascade pumping stations' operations based on head decomposition-dynamic programming aggregation method considering water level requirements,2018,Journal of Water Resources Planning and Management,144,7,4018034,,,,12,10.1061/(ASCE)WR.1943-5452.0000952,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046905217&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000952&partnerID=40&md5=4de2b03aaa0fcc84ad91bb69e27f2adc,Article,Final,,Scopus,2-s2.0-85046905217
"Lenhart, C.F., Smith, D.J., Lewandowski, A., Belmont, P., Gunderson, L., Nieber, J.L.",26536223800;57200328129;36137376500;23003260900;57202026174;7004211884;,Assessment of stream restoration for reduction of sediment in a large agricultural watershed,2018,Journal of Water Resources Planning and Management,144,7,4018032,,,,7,10.1061/(ASCE)WR.1943-5452.0000908,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046880463&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000908&partnerID=40&md5=8e628b968be5fb11e9736ac2bc3ebdd3,Article,Final,,Scopus,2-s2.0-85046880463
"Faust, K.M., Hernandez, S., Anderson, J.",55803401200;57070746100;57194110651;,Willingness to pay for perceived increased costs of water and wastewater service in shrinking US cities: A latent class approach,2018,Journal of Water Resources Planning and Management,144,7,4018033,,,,8,10.1061/(ASCE)WR.1943-5452.0000946,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046868733&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000946&partnerID=40&md5=75f22cde1fd7591348f4b5784aab51e7,Article,Final,,Scopus,2-s2.0-85046868733
"Shafiee-Jood, M., Housh, M., Cai, X.",55355416700;43261326600;7401847849;,Hierarchical decision-modeling framework to meet environmental objectives in biofuel development,2018,Journal of Water Resources Planning and Management,144,7,4018030,,,,7,10.1061/(ASCE)WR.1943-5452.0000950,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046697650&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000950&partnerID=40&md5=278c987ffe31323a13ab7922494dc892,Article,Final,,Scopus,2-s2.0-85046697650
"Mahmoud, H.A., Kapelan, Z., Savić, D.",57194159444;8273940200;35580202000;,Real-time operational response methodology for reducing failure impacts in water distribution systems,2018,Journal of Water Resources Planning and Management,144,7,4018029,,,,20,10.1061/(ASCE)WR.1943-5452.0000956,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046696844&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000956&partnerID=40&md5=a7baa8dd00d9fd162c53f4bf7013b0f8,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85046696844
